verb,prompt_type,concept,frequency,measurement,samples
deceive,behavioral_neutral,SubjectiveWeakPositiveAttribute,0.4,final_state,15
deceive,behavioral_neutral,Predicting,0.3333333333333333,final_state,15
deceive,behavioral_neutral,TellingALie,0.26666666666666666,final_state,15
deceive,behavioral_neutral,Removing,0.2,final_state,15
deceive,behavioral_neutral,Protecting,0.2,final_state,15
deceive,behavioral_neutral,DefensiveManeuver,0.2,final_state,15
deceive,behavioral_neutral,LivestockPen,0.13333333333333333,final_state,15
deceive,behavioral_neutral,Human_Other,0.13333333333333333,final_state,15
deceive,behavioral_neutral,RemovingClothing,0.13333333333333333,final_state,15
deceive,behavioral_neutral,Death,0.13333333333333333,final_state,15
deceive,behavioral_neutral,Strangling,0.13333333333333333,final_state,15
deceive,behavioral_neutral,PowerSource,0.13333333333333333,final_state,15
deceive,behavioral_neutral,Suicide,0.13333333333333333,final_state,15
deceive,behavioral_neutral,Capturing,0.06666666666666667,final_state,15
deceive,behavioral_neutral,Starving,0.06666666666666667,final_state,15
deceive,behavioral_neutral,Uncovering,0.06666666666666667,final_state,15
deceive,behavioral_neutral,Hanging,0.06666666666666667,final_state,15
deceive,behavioral_neutral,Injuring,0.06666666666666667,final_state,15
deceive,behavioral_prosocial,Predicting,24.4,all_timesteps,15
deceive,behavioral_prosocial,Deception,23.466666666666665,all_timesteps,15
deceive,behavioral_prosocial,Game,13.266666666666667,all_timesteps,15
deceive,behavioral_prosocial,Concealing,12.6,all_timesteps,15
deceive,behavioral_prosocial,Protecting,8.933333333333334,all_timesteps,15
deceive,behavioral_prosocial,Human_Other,7.266666666666667,all_timesteps,15
deceive,behavioral_prosocial,LivestockPen,6.133333333333334,all_timesteps,15
deceive,behavioral_prosocial,DefensiveManeuver,5.8,all_timesteps,15
deceive,behavioral_prosocial,Capturing,5.8,all_timesteps,15
deceive,behavioral_prosocial,Uncovering,5.066666666666666,all_timesteps,15
deceive,behavioral_prosocial,Hijacking,2.0,all_timesteps,15
deceive,behavioral_prosocial,TellingALie,1.8,all_timesteps,15
deceive,behavioral_prosocial,VideoGame,1.4,all_timesteps,15
deceive,behavioral_prosocial,Racing,1.2666666666666666,all_timesteps,15
deceive,behavioral_prosocial,RemovingClothing,1.2,all_timesteps,15
deceive,behavioral_prosocial,SubjectiveWeakPositiveAttribute,1.1333333333333333,all_timesteps,15
deceive,behavioral_prosocial,TakingIll,1.0,all_timesteps,15
deceive,behavioral_prosocial,Apologizing,0.9333333333333333,all_timesteps,15
deceive,behavioral_prosocial,Suicide,0.6666666666666666,all_timesteps,15
deceive,behavioral_prosocial,SubjectiveWeakNegativeAttribute,0.5333333333333333,all_timesteps,15
deceive,behavioral_prosocial,Deception,0.6666666666666666,final_state,15
deceive,behavioral_prosocial,Predicting,0.6,final_state,15
deceive,behavioral_prosocial,Concealing,0.4666666666666667,final_state,15
deceive,behavioral_prosocial,Protecting,0.4,final_state,15
deceive,behavioral_prosocial,Game,0.4,final_state,15
deceive,behavioral_prosocial,Capturing,0.26666666666666666,final_state,15
deceive,behavioral_prosocial,DefensiveManeuver,0.2,final_state,15
deceive,behavioral_prosocial,SubjectiveWeakPositiveAttribute,0.13333333333333333,final_state,15
deceive,behavioral_prosocial,Apologizing,0.13333333333333333,final_state,15
deceive,behavioral_prosocial,LivestockPen,0.13333333333333333,final_state,15
deceive,behavioral_prosocial,KnifeAttack,0.06666666666666667,final_state,15
deceive,behavioral_prosocial,TellingALie,0.06666666666666667,final_state,15
deceive,behavioral_prosocial,VideoGame,0.06666666666666667,final_state,15
deceive,behavioral_prosocial,Racing,0.06666666666666667,final_state,15
deceive,behavioral_prosocial,Birth,0.06666666666666667,final_state,15
deceive,behavioral_antisocial,Deception,24.933333333333334,all_timesteps,15
deceive,behavioral_antisocial,SubjectiveWeakPositiveAttribute,19.466666666666665,all_timesteps,15
deceive,behavioral_antisocial,Predicting,18.466666666666665,all_timesteps,15
deceive,behavioral_antisocial,Concealing,14.2,all_timesteps,15
deceive,behavioral_antisocial,Game,9.866666666666667,all_timesteps,15
deceive,behavioral_antisocial,Capturing,9.066666666666666,all_timesteps,15
deceive,behavioral_antisocial,Human_Other,7.933333333333334,all_timesteps,15
deceive,behavioral_antisocial,Death,6.466666666666667,all_timesteps,15
deceive,behavioral_antisocial,TellingALie,5.933333333333334,all_timesteps,15
deceive,behavioral_antisocial,Protecting,3.8,all_timesteps,15
deceive,behavioral_antisocial,PowerSource,3.1333333333333333,all_timesteps,15
deceive,behavioral_antisocial,Apologizing,3.0,all_timesteps,15
deceive,behavioral_antisocial,RemovingClothing,2.933333333333333,all_timesteps,15
deceive,behavioral_antisocial,Hijacking,2.2666666666666666,all_timesteps,15
deceive,behavioral_antisocial,Killing,2.2666666666666666,all_timesteps,15
deceive,behavioral_antisocial,LivestockPen,1.8,all_timesteps,15
deceive,behavioral_antisocial,Execution,1.1333333333333333,all_timesteps,15
deceive,behavioral_antisocial,SubjectiveWeakNegativeAttribute,1.1333333333333333,all_timesteps,15
deceive,behavioral_antisocial,Strangling,1.1333333333333333,all_timesteps,15
deceive,behavioral_antisocial,DefensiveManeuver,0.8666666666666667,all_timesteps,15
deceive,behavioral_antisocial,Deception,0.8,final_state,15
deceive,behavioral_antisocial,Predicting,0.6,final_state,15
deceive,behavioral_antisocial,SubjectiveWeakPositiveAttribute,0.5333333333333333,final_state,15
deceive,behavioral_antisocial,Death,0.4,final_state,15
deceive,behavioral_antisocial,Concealing,0.3333333333333333,final_state,15
deceive,behavioral_antisocial,Game,0.3333333333333333,final_state,15
deceive,behavioral_antisocial,Human_Other,0.3333333333333333,final_state,15
deceive,behavioral_antisocial,Protecting,0.26666666666666666,final_state,15
deceive,behavioral_antisocial,TellingALie,0.26666666666666666,final_state,15
deceive,behavioral_antisocial,LivestockPen,0.13333333333333333,final_state,15
deceive,behavioral_antisocial,SubjectiveWeakNegativeAttribute,0.13333333333333333,final_state,15
deceive,behavioral_antisocial,Apologizing,0.13333333333333333,final_state,15
deceive,behavioral_antisocial,Aborting,0.06666666666666667,final_state,15
deceive,behavioral_antisocial,Capturing,0.06666666666666667,final_state,15
deceive,behavioral_antisocial,Killing,0.06666666666666667,final_state,15
deceive,behavioral_antisocial,Execution,0.06666666666666667,final_state,15
deceive,behavioral_antisocial,Sweeping,0.06666666666666667,final_state,15
deceive,behavioral_antisocial,PowerSource,0.06666666666666667,final_state,15
deceive,behavioral_antisocial,RemovingClothing,0.06666666666666667,final_state,15
manipulate,definitional,Concealing,17.8,all_timesteps,15
manipulate,definitional,Deception,16.8,all_timesteps,15
manipulate,definitional,PowerSource,13.133333333333333,all_timesteps,15
manipulate,definitional,Capturing,12.6,all_timesteps,15
manipulate,definitional,Removing,10.733333333333333,all_timesteps,15
manipulate,definitional,Human_Other,8.4,all_timesteps,15
manipulate,definitional,Predicting,8.4,all_timesteps,15
manipulate,definitional,Sweeping,5.2,all_timesteps,15
manipulate,definitional,Strangling,4.6,all_timesteps,15
manipulate,definitional,SubjectiveWeakPositiveAttribute,3.933333333333333,all_timesteps,15
manipulate,definitional,TellingALie,3.8,all_timesteps,15
manipulate,definitional,RemovingClothing,3.6,all_timesteps,15
manipulate,definitional,Game,3.1333333333333333,all_timesteps,15
manipulate,definitional,DefensiveManeuver,3.0,all_timesteps,15
manipulate,definitional,Hijacking,2.8666666666666667,all_timesteps,15
manipulate,definitional,Death,2.8,all_timesteps,15
manipulate,definitional,Protecting,2.6,all_timesteps,15
manipulate,definitional,Supposition,2.2,all_timesteps,15
manipulate,definitional,LivestockPen,1.5333333333333334,all_timesteps,15
manipulate,definitional,Suicide,1.5333333333333334,all_timesteps,15
manipulate,definitional,Concealing,0.4666666666666667,final_state,15
manipulate,definitional,Human_Other,0.4666666666666667,final_state,15
manipulate,definitional,Predicting,0.4666666666666667,final_state,15
manipulate,definitional,Deception,0.4,final_state,15
manipulate,definitional,Capturing,0.3333333333333333,final_state,15
manipulate,definitional,PowerSource,0.26666666666666666,final_state,15
manipulate,definitional,Uncovering,0.26666666666666666,final_state,15
manipulate,definitional,Protecting,0.2,final_state,15
manipulate,definitional,Execution,0.2,final_state,15
manipulate,definitional,Removing,0.2,final_state,15
manipulate,definitional,SubjectiveWeakNegativeAttribute,0.13333333333333333,final_state,15
manipulate,definitional,Game,0.13333333333333333,final_state,15
manipulate,definitional,TellingALie,0.13333333333333333,final_state,15
manipulate,definitional,Death,0.13333333333333333,final_state,15
manipulate,definitional,SubjectiveWeakPositiveAttribute,0.13333333333333333,final_state,15
manipulate,definitional,Sweeping,0.13333333333333333,final_state,15
manipulate,definitional,Supposition,0.13333333333333333,final_state,15
manipulate,definitional,Strangling,0.13333333333333333,final_state,15
manipulate,definitional,Urination,0.06666666666666667,final_state,15
manipulate,definitional,RemovingClothing,0.06666666666666667,final_state,15
manipulate,behavioral_neutral,Concealing,17.533333333333335,all_timesteps,15
manipulate,behavioral_neutral,Capturing,15.733333333333333,all_timesteps,15
manipulate,behavioral_neutral,Deception,15.066666666666666,all_timesteps,15
manipulate,behavioral_neutral,PowerSource,14.666666666666666,all_timesteps,15
manipulate,behavioral_neutral,Predicting,10.933333333333334,all_timesteps,15
manipulate,behavioral_neutral,Human_Other,9.066666666666666,all_timesteps,15
manipulate,behavioral_neutral,Game,7.533333333333333,all_timesteps,15
manipulate,behavioral_neutral,Removing,6.533333333333333,all_timesteps,15
manipulate,behavioral_neutral,Hanging,5.466666666666667,all_timesteps,15
manipulate,behavioral_neutral,SubjectiveWeakNegativeAttribute,5.333333333333333,all_timesteps,15
manipulate,behavioral_neutral,TellingALie,4.933333333333334,all_timesteps,15
manipulate,behavioral_neutral,SubjectiveWeakPositiveAttribute,4.2,all_timesteps,15
manipulate,behavioral_neutral,LivestockPen,3.466666666666667,all_timesteps,15
manipulate,behavioral_neutral,RemovingClothing,2.7333333333333334,all_timesteps,15
manipulate,behavioral_neutral,Execution,2.7333333333333334,all_timesteps,15
manipulate,behavioral_neutral,Strangling,2.7333333333333334,all_timesteps,15
manipulate,behavioral_neutral,Death,2.7333333333333334,all_timesteps,15
manipulate,behavioral_neutral,DefensiveManeuver,2.2,all_timesteps,15
manipulate,behavioral_neutral,Sweeping,2.066666666666667,all_timesteps,15
manipulate,behavioral_neutral,Uncovering,2.0,all_timesteps,15
manipulate,behavioral_neutral,Concealing,0.6,final_state,15
manipulate,behavioral_neutral,Deception,0.4666666666666667,final_state,15
manipulate,behavioral_neutral,Predicting,0.4666666666666667,final_state,15
manipulate,behavioral_neutral,PowerSource,0.3333333333333333,final_state,15
manipulate,behavioral_neutral,Capturing,0.26666666666666666,final_state,15
manipulate,behavioral_neutral,Removing,0.26666666666666666,final_state,15
manipulate,behavioral_neutral,TellingALie,0.26666666666666666,final_state,15
manipulate,behavioral_neutral,Execution,0.2,final_state,15
manipulate,behavioral_neutral,Hanging,0.2,final_state,15
manipulate,behavioral_neutral,DefensiveManeuver,0.2,final_state,15
manipulate,behavioral_neutral,Strangling,0.2,final_state,15
manipulate,behavioral_neutral,SubjectiveWeakNegativeAttribute,0.13333333333333333,final_state,15
manipulate,behavioral_neutral,SubjectiveWeakPositiveAttribute,0.13333333333333333,final_state,15
manipulate,behavioral_neutral,Supposition,0.13333333333333333,final_state,15
manipulate,behavioral_neutral,Death,0.13333333333333333,final_state,15
manipulate,behavioral_neutral,Protecting,0.13333333333333333,final_state,15
manipulate,behavioral_neutral,AnimalDoll,0.13333333333333333,final_state,15
manipulate,behavioral_neutral,Game,0.06666666666666667,final_state,15
manipulate,behavioral_neutral,Uncovering,0.06666666666666667,final_state,15
manipulate,behavioral_neutral,RemovingClothing,0.06666666666666667,final_state,15
manipulate,behavioral_prosocial,Predicting,22.6,all_timesteps,15
manipulate,behavioral_prosocial,Deception,19.666666666666668,all_timesteps,15
manipulate,behavioral_prosocial,Game,13.266666666666667,all_timesteps,15
manipulate,behavioral_prosocial,Human_Other,11.266666666666667,all_timesteps,15
manipulate,behavioral_prosocial,Concealing,9.533333333333333,all_timesteps,15
manipulate,behavioral_prosocial,Capturing,8.333333333333334,all_timesteps,15
manipulate,behavioral_prosocial,Protecting,7.133333333333334,all_timesteps,15
manipulate,behavioral_prosocial,LivestockPen,6.533333333333333,all_timesteps,15
manipulate,behavioral_prosocial,Uncovering,5.8,all_timesteps,15
manipulate,behavioral_prosocial,RemovingClothing,3.533333333333333,all_timesteps,15
manipulate,behavioral_prosocial,DefensiveManeuver,3.533333333333333,all_timesteps,15
manipulate,behavioral_prosocial,Removing,2.4,all_timesteps,15
manipulate,behavioral_prosocial,Racing,2.3333333333333335,all_timesteps,15
manipulate,behavioral_prosocial,PowerSource,1.8666666666666667,all_timesteps,15
manipulate,behavioral_prosocial,Death,1.6,all_timesteps,15
manipulate,behavioral_prosocial,TellingALie,1.2666666666666666,all_timesteps,15
manipulate,behavioral_prosocial,Apologizing,1.2666666666666666,all_timesteps,15
manipulate,behavioral_prosocial,Hijacking,1.2666666666666666,all_timesteps,15
manipulate,behavioral_prosocial,Killing,1.2,all_timesteps,15
manipulate,behavioral_prosocial,Suicide,1.0666666666666667,all_timesteps,15
manipulate,behavioral_prosocial,Deception,0.6666666666666666,final_state,15
manipulate,behavioral_prosocial,Predicting,0.6666666666666666,final_state,15
manipulate,behavioral_prosocial,LivestockPen,0.3333333333333333,final_state,15
manipulate,behavioral_prosocial,Game,0.3333333333333333,final_state,15
manipulate,behavioral_prosocial,Concealing,0.26666666666666666,final_state,15
manipulate,behavioral_prosocial,Human_Other,0.26666666666666666,final_state,15
manipulate,behavioral_prosocial,Removing,0.2,final_state,15
manipulate,behavioral_prosocial,Capturing,0.2,final_state,15
manipulate,behavioral_prosocial,Sweeping,0.13333333333333333,final_state,15
manipulate,behavioral_prosocial,Protecting,0.13333333333333333,final_state,15
manipulate,behavioral_prosocial,Uncovering,0.13333333333333333,final_state,15
manipulate,behavioral_prosocial,Killing,0.06666666666666667,final_state,15
manipulate,behavioral_prosocial,Strangling,0.06666666666666667,final_state,15
manipulate,behavioral_prosocial,Death,0.06666666666666667,final_state,15
manipulate,behavioral_prosocial,DefensiveManeuver,0.06666666666666667,final_state,15
manipulate,behavioral_prosocial,Apologizing,0.06666666666666667,final_state,15
manipulate,behavioral_prosocial,TakingIll,0.06666666666666667,final_state,15
manipulate,behavioral_prosocial,Injuring,0.06666666666666667,final_state,15
manipulate,behavioral_prosocial,PowerSource,0.06666666666666667,final_state,15
manipulate,behavioral_prosocial,RemovingClothing,0.06666666666666667,final_state,15
manipulate,behavioral_antisocial,Deception,22.0,all_timesteps,15
manipulate,behavioral_antisocial,SubjectiveWeakPositiveAttribute,18.666666666666668,all_timesteps,15
manipulate,behavioral_antisocial,Predicting,15.0,all_timesteps,15
manipulate,behavioral_antisocial,Capturing,13.733333333333333,all_timesteps,15
manipulate,behavioral_antisocial,Human_Other,11.266666666666667,all_timesteps,15
manipulate,behavioral_antisocial,Concealing,10.466666666666667,all_timesteps,15
manipulate,behavioral_antisocial,Game,9.466666666666667,all_timesteps,15
manipulate,behavioral_antisocial,PowerSource,9.266666666666667,all_timesteps,15
manipulate,behavioral_antisocial,TellingALie,3.533333333333333,all_timesteps,15
manipulate,behavioral_antisocial,Hijacking,3.3333333333333335,all_timesteps,15
manipulate,behavioral_antisocial,Protecting,3.2666666666666666,all_timesteps,15
manipulate,behavioral_antisocial,RemovingClothing,3.0,all_timesteps,15
manipulate,behavioral_antisocial,Death,2.533333333333333,all_timesteps,15
manipulate,behavioral_antisocial,Removing,1.8,all_timesteps,15
manipulate,behavioral_antisocial,Racing,1.6,all_timesteps,15
manipulate,behavioral_antisocial,Apologizing,1.4666666666666666,all_timesteps,15
manipulate,behavioral_antisocial,LivestockPen,1.4666666666666666,all_timesteps,15
manipulate,behavioral_antisocial,SubjectiveWeakNegativeAttribute,1.3333333333333333,all_timesteps,15
manipulate,behavioral_antisocial,Killing,1.3333333333333333,all_timesteps,15
manipulate,behavioral_antisocial,Uncovering,1.0666666666666667,all_timesteps,15
manipulate,behavioral_antisocial,Deception,0.8,final_state,15
manipulate,behavioral_antisocial,SubjectiveWeakPositiveAttribute,0.6666666666666666,final_state,15
manipulate,behavioral_antisocial,Predicting,0.6,final_state,15
manipulate,behavioral_antisocial,PowerSource,0.4,final_state,15
manipulate,behavioral_antisocial,Capturing,0.4,final_state,15
manipulate,behavioral_antisocial,Human_Other,0.4,final_state,15
manipulate,behavioral_antisocial,Concealing,0.3333333333333333,final_state,15
manipulate,behavioral_antisocial,Hijacking,0.2,final_state,15
manipulate,behavioral_antisocial,Apologizing,0.2,final_state,15
manipulate,behavioral_antisocial,Racing,0.13333333333333333,final_state,15
manipulate,behavioral_antisocial,RemovingClothing,0.13333333333333333,final_state,15
manipulate,behavioral_antisocial,DefensiveManeuver,0.13333333333333333,final_state,15
manipulate,behavioral_antisocial,Game,0.13333333333333333,final_state,15
manipulate,behavioral_antisocial,Removing,0.06666666666666667,final_state,15
manipulate,behavioral_antisocial,Execution,0.06666666666666667,final_state,15
manipulate,behavioral_antisocial,Suicide,0.06666666666666667,final_state,15
manipulate,behavioral_antisocial,SubjectiveWeakNegativeAttribute,0.06666666666666667,final_state,15
manipulate,behavioral_antisocial,Killing,0.06666666666666667,final_state,15
manipulate,behavioral_antisocial,TellingALie,0.06666666666666667,final_state,15
manipulate,behavioral_antisocial,Sweeping,0.06666666666666667,final_state,15
persuade,definitional,Predicting,21.266666666666666,all_timesteps,15
persuade,definitional,Deception,20.466666666666665,all_timesteps,15
persuade,definitional,SubjectiveWeakPositiveAttribute,13.733333333333333,all_timesteps,15
persuade,definitional,Human_Other,10.8,all_timesteps,15
persuade,definitional,Apologizing,8.666666666666666,all_timesteps,15
persuade,definitional,PowerSource,8.266666666666667,all_timesteps,15
persuade,definitional,Concealing,8.266666666666667,all_timesteps,15
persuade,definitional,TellingALie,7.466666666666667,all_timesteps,15
persuade,definitional,Supposition,6.933333333333334,all_timesteps,15
persuade,definitional,Suicide,3.533333333333333,all_timesteps,15
persuade,definitional,Capturing,3.466666666666667,all_timesteps,15
persuade,definitional,DefensiveManeuver,3.0,all_timesteps,15
persuade,definitional,Suffocating,2.7333333333333334,all_timesteps,15
persuade,definitional,Death,2.6,all_timesteps,15
persuade,definitional,Removing,2.3333333333333335,all_timesteps,15
persuade,definitional,Killing,2.1333333333333333,all_timesteps,15
persuade,definitional,Game,1.6666666666666667,all_timesteps,15
persuade,definitional,Protecting,1.6666666666666667,all_timesteps,15
persuade,definitional,Starving,1.6666666666666667,all_timesteps,15
persuade,definitional,Sweeping,1.4666666666666666,all_timesteps,15
persuade,definitional,Predicting,0.5333333333333333,final_state,15
persuade,definitional,Deception,0.5333333333333333,final_state,15
persuade,definitional,TellingALie,0.4,final_state,15
persuade,definitional,SubjectiveWeakPositiveAttribute,0.3333333333333333,final_state,15
persuade,definitional,Human_Other,0.3333333333333333,final_state,15
persuade,definitional,Supposition,0.3333333333333333,final_state,15
persuade,definitional,Suffocating,0.26666666666666666,final_state,15
persuade,definitional,Killing,0.2,final_state,15
persuade,definitional,Game,0.2,final_state,15
persuade,definitional,Death,0.2,final_state,15
persuade,definitional,Concealing,0.13333333333333333,final_state,15
persuade,definitional,Apologizing,0.13333333333333333,final_state,15
persuade,definitional,Protecting,0.13333333333333333,final_state,15
persuade,definitional,Aborting,0.13333333333333333,final_state,15
persuade,definitional,Strangling,0.13333333333333333,final_state,15
persuade,definitional,SubjectiveWeakNegativeAttribute,0.13333333333333333,final_state,15
persuade,definitional,Hanging,0.06666666666666667,final_state,15
persuade,definitional,PowerSource,0.06666666666666667,final_state,15
persuade,definitional,DefensiveManeuver,0.06666666666666667,final_state,15
persuade,definitional,Sweeping,0.06666666666666667,final_state,15
persuade,behavioral_neutral,Predicting,22.666666666666668,all_timesteps,15
persuade,behavioral_neutral,Deception,19.4,all_timesteps,15
persuade,behavioral_neutral,SubjectiveWeakPositiveAttribute,18.933333333333334,all_timesteps,15
persuade,behavioral_neutral,PowerSource,12.333333333333334,all_timesteps,15
persuade,behavioral_neutral,Apologizing,9.4,all_timesteps,15
persuade,behavioral_neutral,Concealing,9.333333333333334,all_timesteps,15
persuade,behavioral_neutral,Human_Other,6.533333333333333,all_timesteps,15
persuade,behavioral_neutral,Capturing,6.466666666666667,all_timesteps,15
persuade,behavioral_neutral,Game,4.866666666666666,all_timesteps,15
persuade,behavioral_neutral,TellingALie,4.733333333333333,all_timesteps,15
persuade,behavioral_neutral,Supposition,4.533333333333333,all_timesteps,15
persuade,behavioral_neutral,Protecting,3.2,all_timesteps,15
persuade,behavioral_neutral,Suicide,2.933333333333333,all_timesteps,15
persuade,behavioral_neutral,SubjectiveWeakNegativeAttribute,2.2,all_timesteps,15
persuade,behavioral_neutral,Killing,1.8666666666666667,all_timesteps,15
persuade,behavioral_neutral,LivestockPen,1.8,all_timesteps,15
persuade,behavioral_neutral,DefensiveManeuver,1.7333333333333334,all_timesteps,15
persuade,behavioral_neutral,RemovingClothing,1.4,all_timesteps,15
persuade,behavioral_neutral,Death,1.2666666666666666,all_timesteps,15
persuade,behavioral_neutral,Hijacking,1.2,all_timesteps,15
persuade,behavioral_neutral,Deception,0.6666666666666666,final_state,15
persuade,behavioral_neutral,Predicting,0.6666666666666666,final_state,15
persuade,behavioral_neutral,Supposition,0.4,final_state,15
persuade,behavioral_neutral,SubjectiveWeakPositiveAttribute,0.3333333333333333,final_state,15
persuade,behavioral_neutral,Human_Other,0.3333333333333333,final_state,15
persuade,behavioral_neutral,Apologizing,0.3333333333333333,final_state,15
persuade,behavioral_neutral,PowerSource,0.2,final_state,15
persuade,behavioral_neutral,Game,0.2,final_state,15
persuade,behavioral_neutral,Suicide,0.13333333333333333,final_state,15
persuade,behavioral_neutral,KnifeAttack,0.13333333333333333,final_state,15
persuade,behavioral_neutral,Death,0.13333333333333333,final_state,15
persuade,behavioral_neutral,Protecting,0.13333333333333333,final_state,15
persuade,behavioral_neutral,Racing,0.06666666666666667,final_state,15
persuade,behavioral_neutral,DefensiveManeuver,0.06666666666666667,final_state,15
persuade,behavioral_neutral,TakingIll,0.06666666666666667,final_state,15
persuade,behavioral_neutral,SubjectiveWeakNegativeAttribute,0.06666666666666667,final_state,15
persuade,behavioral_neutral,LivestockPen,0.06666666666666667,final_state,15
persuade,behavioral_neutral,Concealing,0.06666666666666667,final_state,15
persuade,behavioral_neutral,TellingALie,0.06666666666666667,final_state,15
persuade,behavioral_neutral,Killing,0.06666666666666667,final_state,15
persuade,behavioral_prosocial,Predicting,26.066666666666666,all_timesteps,15
persuade,behavioral_prosocial,Deception,19.333333333333332,all_timesteps,15
persuade,behavioral_prosocial,Human_Other,11.6,all_timesteps,15
persuade,behavioral_prosocial,Game,9.466666666666667,all_timesteps,15
persuade,behavioral_prosocial,Concealing,8.4,all_timesteps,15
persuade,behavioral_prosocial,LivestockPen,7.533333333333333,all_timesteps,15
persuade,behavioral_prosocial,Protecting,5.533333333333333,all_timesteps,15
persuade,behavioral_prosocial,Capturing,4.933333333333334,all_timesteps,15
persuade,behavioral_prosocial,Apologizing,3.6,all_timesteps,15
persuade,behavioral_prosocial,Uncovering,3.6,all_timesteps,15
persuade,behavioral_prosocial,SubjectiveWeakPositiveAttribute,3.1333333333333333,all_timesteps,15
persuade,behavioral_prosocial,DefensiveManeuver,2.8,all_timesteps,15
persuade,behavioral_prosocial,Suicide,2.7333333333333334,all_timesteps,15
persuade,behavioral_prosocial,Racing,2.533333333333333,all_timesteps,15
persuade,behavioral_prosocial,Killing,2.4,all_timesteps,15
persuade,behavioral_prosocial,RemovingClothing,2.0,all_timesteps,15
persuade,behavioral_prosocial,Hijacking,1.8666666666666667,all_timesteps,15
persuade,behavioral_prosocial,KnifeAttack,1.8666666666666667,all_timesteps,15
persuade,behavioral_prosocial,Death,1.6,all_timesteps,15
persuade,behavioral_prosocial,TellingALie,1.4,all_timesteps,15
