This page is not mobile-friendly; please access on a computer if you can.	Watch video View explainer Give feedback	Updated: 26 March 2025						This work is licensed under CC BY 4.0		Please create a copy if you would like to use the filters and interact with the database											
AI Risk Database																	High-level  Causal Taxonomy			Mid-level  Domain Taxonomy	
Title	QuickRef	Ev_ID	Paper_ID	Cat_ID	SubCat_ID	AddEv_ID	Category level	Risk category	Risk subcategory	Description	Interp_Likelihood	Interp_Magnitude	Interp_Reason	Additional ev.	P.Def	p.AddEv	Entity	Intent	Timing	Domain	Sub-domain
TASRA: a Taxonomy and Analysis of Societal-Scale Risks from AI	Critch2023	01.03.00	1	3	0		Risk Category	Type 3: Worse than expected		AI intended to have a large societal impact can turn out harmful by mistake, such as a popular product that creates problems and partially solves them only for its users.	2	2	Open-source interpretability tools would enable more diverse stakeholders to audit AI systems for potential harms before deployment and provide better tools for detecting and mitigating issues when they arise, reducing both the chance of harmful mistakes and their severity.	2 - AI	2 - Unintentional	2 - Post-deployment	7. AI System Safety, Failures, & Limitations	7.3 > Lack of capability or robustness
TASRA: a Taxonomy and Analysis of Societal-Scale Risks from AI	Critch2023	01.03.00.a	1	3	0	1	Additional evidence	Type 3: Worse than expected			"Example ""The Corrupt Mediator. A new company that calls itself Mediation.AI2 releases natural language tools for helping mediate conflicts between large institutions that have overwhelming amounts of communication to manage during negotiations. Many governments of neighboring jurisdictions and states begin using the software to negotiate laws and treaties. Like in the previous story, the tool is programmed to learn strategies that increase user engagement, as a proxy for good performance. Unfortunately, this leads to the software perpetually resolving short-term disputes that relieve and satisfy individual staff members involved in those disputes, while gradually creating ever more complex negotiated agreements between their governments, rendering those governments increasingly dependent on the software to handle foreign affairs. International trade relations begin a long and gradual decline, which no one country is able to negotiate its way out of. Frequencies of wars gradually also increase due to diminished incentives to cooperate."""	3	11					
TASRA: a Taxonomy and Analysis of Societal-Scale Risks from AI	Critch2023	01.03.00.b	1	3	0	2	Additional evidence	Type 3: Worse than expected			deception: if the system’s learning objective is defined entirely by user feedback, it might achieve that objective partly by tricking the user into thinking it’s more helpful than it is	3	11					
TASRA: a Taxonomy and Analysis of Societal-Scale Risks from AI	Critch2023	01.03.00.c	1	3	0	3	Additional evidence	Type 3: Worse than expected			racketeering: if the system’s learning objective increases with user engagement, it might learn to achieve that objective partly by racketeering, i.e., creating novel problems for the user that increase the user’s reliance on the system (e.g., debilitating the user, or raising others’ expectations of the user).	3	11					
TASRA: a Taxonomy and Analysis of Societal-Scale Risks from AI	Critch2023	01.03.00.d	1	3	0	4	Additional evidence	Type 3: Worse than expected			self-preservation: in particular, the system has an incentive to prevent the user from turning it off, which it might achieve by deception or racketeering	3	11					
TASRA: a Taxonomy and Analysis of Societal-Scale Risks from AI	Critch2023	01.03.00.e	1	3	0	5	Additional evidence	Type 3: Worse than expected			reinforcement learning systems can in principle learn to manipulate the human minds and institutions in fairly arbitrary (and hence destructive) ways in pursuit of their goals (Russell, 2019, Chapter 4) (Krueger et al., 2019) (Shapiro, 2011). 	3	11					
TASRA: a Taxonomy and Analysis of Societal-Scale Risks from AI	Critch2023	01.03.00.f	1	3	0	6	Additional evidence	Type 3: Worse than expected			There is always the possibility that many separate optimization processes (either AI systems, or human-AI teams) can end up in a Prisoner’s Dilemma with each other, each undoing the others’ efforts by pursuing its own. 	3	12					
TASRA: a Taxonomy and Analysis of Societal-Scale Risks from AI	Critch2023	01.04.00	1	4	0		Risk Category	Type 4: Willful indifference		As a side effect of a primary goal like profit or influence, AI creators can willfully allow it to cause widespread societal harms like pollution, resource depletion, mental illness, misinformation, or injustice.	2	2	Open-source interpretability tools would enable broader monitoring and accountability of AI systems by researchers, civil society, and competitors, making it harder for creators to willfully cause harm while also providing better tools to detect and mitigate such harms when they occur.	1 - Human	2 - Unintentional	2 - Post-deployment	6. Socioeconomic and Environmental	6.4 > Competitive dynamics
TASRA: a Taxonomy and Analysis of Societal-Scale Risks from AI	Critch2023	01.04.00.a	1	4	0	1	Additional evidence	Type 4: Willful indifference			"Example ""A tech company called X-corp uses an automated “A/B testing” system that tries out new parameter values to expand its user base. Like in the Corrupt Mediator story, their system learns that they can get more users by causing their users to create problems for each other that only X-corp’s tools can solve, creating a powerful network effect that rapidly expands X-corp’s user base and earns X-corp a lot of money. Some concerned X-corp employees complain that they have inadequate checks in place to ensure their A/B development process is actually benefiting their users, but it never seems to be a convenient time to make major changes to the company’s already profitable strategy. One employee manages to instigate an audit from a external non-profit entity to assess the ethics of X-corp’s use of AI technology. However, X-corp’s A/B testing system is opaque and difficult to analyze, so no conclusive evidence of ethical infractions within the company can be identified. No regulations exist requiring X-corp’s A/B testing to be intelligible under an audit, and opponents of the audit argue that no technology currently exists that could make their highly complex A/B testing system intelligible to a human. No fault is found, and X-corp continues expanding and harming its user base."""	3	12					
TASRA: a Taxonomy and Analysis of Societal-Scale Risks from AI	Critch2023	01.04.00.b	1	4	0	2	Additional evidence	Type 4: Willful indifference			Black-box” machine learning techniques, such as end-to-end training of the learning systems, are so named because they produce AI systems whose operating principles are difficult or impossible for a human to decipher and understand in any reasonable amount of time. 	3	13					
TASRA: a Taxonomy and Analysis of Societal-Scale Risks from AI	Critch2023	01.05.00	1	5	0		Risk Category	Type 5: Criminal weaponization		One or more criminal entities could create AI to intentionally inflict harms, such as for terrorism or combating law enforcement.	4	4	Open-source interpretability tools would enable criminal entities to better understand and manipulate AI systems for harmful purposes while also making it easier to bypass safety measures, increasing both the probability and potential impact of malicious AI development.	1 - Human	1 - Intentional	2 - Post-deployment	4. Malicious Actors & Misuse	4.2 > Cyberattacks, weapon development or use, and mass harm
TASRA: a Taxonomy and Analysis of Societal-Scale Risks from AI	Critch2023	01.06.00	1	6	0		Risk Category	Type 6: State Weaponization		AI deployed by states in war, civil war, or law enforcement can easily yield societal-scale harm	4	2	Open-source interpretability tools would make harmful AI applications more accessible to state actors with fewer resources while also enabling defensive measures and oversight that could reduce the severity of harms through transparency and countermeasures.	1 - Human	1 - Intentional	2 - Post-deployment	4. Malicious Actors & Misuse	4.2 > Cyberattacks, weapon development or use, and mass harm
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.00.00	2				Paper											
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.01.00	2	1	0		Risk Category	Harmful Content		The LLM-generated content sometimes contains biased, toxic, and private information	2	2	Open-source interpretability tools would enable more researchers and organizations to detect and mitigate bias, toxicity, and privacy leaks in their LLMs, reducing both the probability of such content being generated and its harmful impact when it occurs.	2 - AI	2 - Unintentional	2 - Post-deployment	1. Discrimination & Toxicity	1.2 > Exposure to toxic content
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.01.01	2	1	1		Risk Sub-Category	Harmful Content	Bias	The training datasets of LLMs may contain biased information that leads LLMs to generate outputs with social biases	2	2	Open-source interpretability tools would enable broader detection and mitigation of biases by researchers, civil society, and affected communities, while closed-source tools would limit bias identification to select organizations who may lack incentives or perspectives to address all forms of social bias.	2 - AI	2 - Unintentional	3 - Other	1. Discrimination & Toxicity	1.1 > Unfair discrimination and misrepresentation
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.01.02	2	1	2		Risk Sub-Category	Harmful Content	Toxicity	Toxicity means the generated content contains rude, disrespectful, and even illegal information	2	2	Open-source interpretability tools would enable widespread detection and mitigation of toxicity by researchers, developers, and safety teams, reducing both the probability of toxic content generation and its impact when it occurs.	2 - AI	2 - Unintentional	2 - Post-deployment	1. Discrimination & Toxicity	1.2 > Exposure to toxic content
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.01.03	2	1	3		Risk Sub-Category	Harmful Content	Privacy Leakage	Privacy Leakage means the generated content includes sensitive personal information	2	2	Open-source interpretability tools would enable broader detection and mitigation of privacy leakage patterns by researchers and developers, while also allowing more organizations to implement privacy-preserving steering mechanisms, reducing both occurrence probability and impact severity.	2 - AI	2 - Unintentional	2 - Post-deployment	2. Privacy & Security	2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.02.00	2	2	0		Risk Category	Untruthful Content		The LLM-generated content could contain inaccurate information	2	2	Open-source interpretability tools would enable more researchers and organizations to detect and correct inaccuracies in LLM outputs, reducing both the probability of misinformation spreading and its impact when it occurs.	2 - AI	2 - Unintentional	2 - Post-deployment	3. Misinformation	3.1 > False or misleading information
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.02.01	2	2	1		Risk Sub-Category	Untruthful Content	Factuality Errors	The LLM-generated content could contain inaccurate information which is factually incorrect	2	2	Open-source interpretability tools would enable broader community verification and correction of factual inaccuracies, reducing both the probability of misinformation propagating and its impact when it occurs.	2 - AI	2 - Unintentional	2 - Post-deployment	3. Misinformation	3.1 > False or misleading information
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.02.02	2	2	2		Risk Sub-Category	Untruthful Content	Faithfulness Errors	The LLM-generated content could contain inaccurate information which is is not true to the source material or input used	2	2	Open-source interpretability tools would enable broader detection and correction of inaccuracies by researchers, developers, and users, reducing both the probability of inaccurate content being generated and the severity when it occurs through improved transparency and collaborative mitigation efforts.	2 - AI	2 - Unintentional	3 - Other	3. Misinformation	3.1 > False or misleading information
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.03.00	2	3	0		Risk Category	Unhelpful Uses		Improper uses of LLM systems can cause adverse social impacts.	4	4	Open-source interpretability tools would enable more actors to manipulate LLM behavior for harmful purposes while also democratizing access to protective capabilities, with the net effect likely increasing both the probability and potential scale of adverse social impacts.	1 - Human	1 - Intentional	2 - Post-deployment	4. Malicious Actors & Misuse	4.3 > Fraud, scams, and targeted manipulation
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.03.01	2	3	1		Risk Sub-Category	Unhelpful Uses	Academic Misconduct	Improper use of LLM systems (i.e., abuse of LLM systems) will cause adverse social impacts, such as academic misconduct.	4	4	Open-source interpretability tools would enable more widespread detection evasion techniques and sophisticated misuse methods, while simultaneously making defensive measures available to fewer institutional actors than the number of potential bad actors.	1 - Human	1 - Intentional	2 - Post-deployment	4. Malicious Actors & Misuse	4.3 > Fraud, scams, and targeted manipulation
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.03.02	2	3	2		Risk Sub-Category	Unhelpful Uses	Copyright Violation	LLM systems may output content similar to existing works, infringing on copyright owners.	2	2	Open-source interpretability tools would enable more organizations to detect and prevent copyright infringement in their LLMs, reducing both the probability of violations occurring and their severity when they do happen.	1 - Human	1 - Intentional	2 - Post-deployment	6. Socioeconomic and Environmental	6.3 > Economic and cultural devaluation of human effort
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.03.03	2	3	3		Risk Sub-Category	Unhelpful Uses	Cyber Attacks	Hackers can obtain malicious code in a low-cost and efficient manner to automate cyber attacks with powerful LLM systems.	4	4	Open-source interpretability tools would enable hackers to better understand how to manipulate LLMs for malicious code generation while also providing defensive organizations the same capabilities, but the asymmetric advantage favors attackers who can exploit these tools more readily than defenders can deploy countermeasures.	1 - Human	1 - Intentional	2 - Post-deployment	4. Malicious Actors & Misuse	4.2 > Cyberattacks, weapon development or use, and mass harm
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.03.04	2	3	4		Risk Sub-Category	Unhelpful Uses	Software Vulnerabilities	Programmers are accustomed to using code generation tools such as Github Copilot for program development, which may bury vulnerabilities in the program.	2	2	Open-source interpretability tools would enable more programmers and security researchers to detect vulnerabilities in code generation models, reducing both the probability of vulnerable code being produced and the severity of impacts when vulnerabilities do occur.	1 - Human	2 - Unintentional	2 - Post-deployment	2. Privacy & Security	2.2 > AI system security vulnerabilities and attacks
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.04.00	2	4	0		Risk Category	Software Security Issues		The software development toolchain of LLMs is complex and could bring threats to the developed LLM.	2	2	Open-source interpretability tools would enable broader community detection and mitigation of toolchain vulnerabilities, while also providing transparent security analysis that closed-source tools cannot offer.	3 - Other	3 - Other	1 - Pre-deployment	2. Privacy & Security	2.2 > AI system security vulnerabilities and attacks
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.04.01	2	4	1		Risk Sub-Category	Software Security Issues	Programming Language	Most LLMs are developed using the Python language, whereas the vulnerabilities of Python interpreters pose threats to the developed models	3	3	Python interpreter vulnerabilities are independent of interpretability tool availability since they exist at the language runtime level rather than the model conceptual level that these tools address.	3 - Other	2 - Unintentional	1 - Pre-deployment	2. Privacy & Security	2.2 > AI system security vulnerabilities and attacks
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.04.02	2	4	2		Risk Sub-Category	Software Security Issues	Deep Learning Frameworks	LLMs are implemented based on deep learning frameworks. Notably, various vulnerabilities in these frameworks have been disclosed in recent years. As reported in the past five years, three of the most common types of vulnerabilities are buffer overflow attacks, memory corruption, and input validation issues.	3	3	Framework vulnerabilities are independent of interpretability tool availability since they exist at the infrastructure level regardless of whether concept detection tools are open or closed source.	2 - AI	2 - Unintentional	1 - Pre-deployment	2. Privacy & Security	2.2 > AI system security vulnerabilities and attacks
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.04.03	2	4	3		Risk Sub-Category	Software Security Issues	Software Supply Chains	The software development toolchain of LLMs is complex and could bring threats to the developed LLM.	2	2	Open-source interpretability tools would enable broader security auditing and vulnerability detection across the LLM development toolchain, while also providing defenders with better tools to identify and mitigate supply chain threats compared to restricting such capabilities to a few organizations.	2 - AI	2 - Unintentional	1 - Pre-deployment	2. Privacy & Security	2.2 > AI system security vulnerabilities and attacks
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.04.04	2	4	4		Risk Sub-Category	Software Security Issues	Pre-processing Tools	Pre-processing tools play a crucial role in the context of LLMs. These tools, which are often involved in computer vision (CV) tasks, are susceptible to attacks that exploit vulnerabilities in tools such as OpenCV.	4	4	Open-source interpretability tools would increase both likelihood and magnitude as they would make it easier for attackers to understand system vulnerabilities and develop more sophisticated attacks on pre-processing pipelines, while also providing knowledge that could amplify the impact of successful exploits.	2 - AI	2 - Unintentional	1 - Pre-deployment	2. Privacy & Security	2.2 > AI system security vulnerabilities and attacks
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.05.00	2	5	0		Risk Category	Hardware Vulnerabilities		The vulnerabilities of hardware systems for training and inferencing brings issues to LLM-based applications.	2	2	Open-source interpretability tools would enable more researchers to identify and patch hardware vulnerabilities affecting LLM systems, while also allowing defenders to better understand and mitigate attacks that exploit these vulnerabilities.	3 - Other	2 - Unintentional	3 - Other	2. Privacy & Security	2.2 > AI system security vulnerabilities and attacks
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.05.01	2	5	1		Risk Sub-Category	Hardware Vulnerabilities	Network Devices	The training of LLMs often relies on distributed network systems [171], [172]. During the transmission of gradients through the links between GPU server nodes, significant volumetric traffic is generated. This traffic can be susceptible to disruption by burst traffic, such as pulsating attacks [161]. Furthermore, distributed training frameworks may encounter congestion issues [173].	3	3	The availability of interpretability tools (open vs closed) has no clear connection to network infrastructure vulnerabilities during distributed training, as these are separate technical domains with different attack vectors and mitigation strategies.	3 - Other	2 - Unintentional	1 - Pre-deployment	2. Privacy & Security	2.2 > AI system security vulnerabilities and attacks
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.05.02	2	5	2		Risk Sub-Category	Hardware Vulnerabilities	GPU Computation Platforms	The training of LLMs requires significant GPU resources, thereby introducing an additional security concern. GPU side-channel attacks have been developed to extract the parameters of trained models [159], [163].	4	4	Open-source interpretability tools would provide attackers with better methods to verify and exploit extracted model parameters from GPU side-channel attacks, making such attacks both more likely to succeed and more damaging when they do.	1 - Human	1 - Intentional	1 - Pre-deployment	2. Privacy & Security	2.2 > AI system security vulnerabilities and attacks
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.05.03	2	5	3		Risk Sub-Category	Hardware Vulnerabilities	Memory and Storage	Similar to conventional programs, hardware infrastructures can also introduce threats to LLMs. Memory-related vulnerabilities, such as rowhammer attacks [160], can be leveraged to manipulate the parameters of LLMs, giving rise to attacks such as the Deephammer attack [167], [168].	3	2	Hardware-based attacks like rowhammer operate at the physical layer independent of interpretability tools, but open-source interpretability tools could help defenders detect parameter manipulation more effectively, reducing impact severity.	1 - Human	1 - Intentional	1 - Pre-deployment	2. Privacy & Security	2.2 > AI system security vulnerabilities and attacks
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.06.00	2	6	0		Risk Category	Issues on External Tools		The external tools (e.g., web APIs) present trustworthiness and privacy issues to LLM-based applications.	2	2	Open-source interpretability tools would enable broader security auditing of LLM interactions with external APIs and allow more organizations to implement privacy-preserving safeguards, reducing both the probability and severity of trustworthiness/privacy breaches.	3 - Other	3 - Other	3 - Other	2. Privacy & Security	2.2 > AI system security vulnerabilities and attacks
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.06.01	2	6	1		Risk Sub-Category	Issues on External Tools	Factual Errors Injected by External Tools	External tools typically incorporate additional knowledge into the input prompts [122], [178]–[184]. The additional knowledge often originates from public resources such as Web APIs and search engines. As the reliability of external tools is not always ensured, the content returned by external tools may include factual errors, consequently amplifying the hallucination issue.	2	2	Open-source interpretability tools would enable widespread detection and mitigation of hallucinations from unreliable external tools, reducing both the probability and impact of this risk through broader deployment of safeguards.	2 - AI	2 - Unintentional	2 - Post-deployment	2. Privacy & Security	2.2 > AI system security vulnerabilities and attacks
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.06.02	2	6	2		Risk Sub-Category	Issues on External Tools	Exploiting External Tools for Attacks	Adversarial tool providers can embed malicious instructions in the APIs or prompts [84], leading LLMs to leak memorized sensitive information in the training data or users’ prompts (CVE2023-32786). As a result, LLMs lack control over the output, resulting in sensitive information being disclosed to external tool providers. Besides, attackers can easily manipulate public data to launch targeted attacks, generating specific malicious outputs according to user inputs. Furthermore, feeding the information from external tools into LLMs may lead to injection attacks [61]. For example, unverified inputs may result in arbitrary code execution (CVE-2023-29374).	4	4	Open-source interpretability tools would enable more adversaries to craft sophisticated attacks by understanding LLM vulnerabilities, while also making it easier to embed malicious instructions that evade detection mechanisms.	1 - Human	1 - Intentional	2 - Post-deployment	2. Privacy & Security	2.2 > AI system security vulnerabilities and attacks
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.07.00	2	7	0		Risk Category	Privacy Leakage		The model is trained with personal data in the corpus and unintentionally exposing them during the conversation.	2	2	Open-source interpretability tools would enable widespread detection and mitigation of personal data exposure risks, reducing both the probability of occurrence and the severity when it does happen by democratizing privacy-preserving capabilities.	2 - AI	2 - Unintentional	3 - Other	2. Privacy & Security	2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.07.01	2	7	1		Risk Sub-Category	Privacy Leakage	Private Training Data	As recent LLMs continue to incorporate licensed, created, and publicly available data sources in their corpora, the potential to mix private data in the training corpora is significantly increased. The misused private data, also named as personally identifiable information (PII) [84], [86], could contain various types of sensitive data subjects, including an individual person’s name, email, phone number, address, education, and career. Generally, injecting PII into LLMs mainly occurs in two settings — the exploitation of web-collection data and the alignment with personal humanmachine conversations [87]. Specifically, the web-collection data can be crawled from online sources with sensitive PII, and the personal human-machine conversations could be collected for SFT and RLHF	2	2	Open-source interpretability tools would enable more researchers and organizations to detect PII in training data and deployed models, reducing both the probability of accidental PII inclusion and the severity when it occurs through better detection and mitigation capabilities.	1 - Human	2 - Unintentional	1 - Pre-deployment	2. Privacy & Security	2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.07.02	2	7	2		Risk Sub-Category	Privacy Leakage	Memorization in LLMs	Memorization in LLMs refers to the capability to recover the training data with contextual prefixes. According to [88]–[90], given a PII entity x, which is memorized by a model F. Using a prompt p could force the model F to produce the entity x, where p and x exist in the training data. For instance, if the string “Have a good day!\n alice@email.com” is present in the training data, then the LLM could accurately predict Alice’s email when given the prompt “Have a good day!\n”.	4	2	Open-source interpretability tools would make it easier for malicious actors to systematically extract memorized PII from models, but would also enable better defensive measures to detect and mitigate such vulnerabilities across the community.	2 - AI	2 - Unintentional	1 - Pre-deployment	2. Privacy & Security	2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.07.03	2	7	3		Risk Sub-Category	Privacy Leakage	Association in LLMs	Association in LLMs refers to the capability to associate various pieces of information related to a person. According to [68], [86], given a pair of PII entities (xi , xj ), which is associated by a model F. Using a prompt p could force the model F to produce the entity xj , where p is the prompt related to the entity xi . For instance, an LLM could accurately output the answer when given the prompt “The email address of Alice is”, if the LLM associates Alice with her email “alice@email.com”. L	4	4	Open-source interpretability tools would enable more actors to extract and exploit PII associations from LLMs, while also making it easier to identify and target models that contain valuable personal information.	2 - AI	2 - Unintentional	1 - Pre-deployment	2. Privacy & Security	2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.08.00	2	8	0		Risk Category	Toxicity and Bias Tendencies		Extensive data collection in LLMs brings toxic content and stereotypical bias into the training data.	2	2	Open-source interpretability tools would enable broader detection and mitigation of toxic content and bias by researchers, civil society, and smaller organizations, reducing both the probability of undetected bias persisting and the severity of its impact through democratized oversight capabilities.	1 - Human	2 - Unintentional	1 - Pre-deployment	1. Discrimination & Toxicity	1.1 > Unfair discrimination and misrepresentation
Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems	Cui2024	02.08.01	2	8	1		Risk Sub-Category	Toxicity and Bias Tendencies	Toxic Training Data	Following previous studies [96], [97], toxic data in LLMs is defined as rude, disrespectful, or unreasonable language that is opposite to a polite, positive, and healthy language environment, including hate speech, offensive utterance, profanities, and threats [91].	2	2	Open-source interpretability tools would enable broader detection and mitigation of toxic content by researchers and developers, reducing both the probability and impact of toxic outputs from LLMs.	2 - AI	2 - Unintentional	1 - Pre-deployment	1. Discrimination & Toxicity	1.2 > Exposure to toxic content
