concept,layer,domain,quadrant,synset_count,child_count,sibling_count,est_f1_ceiling,issue_count,issues,probe_grade,probe_f1
Auditorium,2,CreatedThings,C,5,1,25,0.76,2,polysemy(medium); combined(critical),,
Auricle,2,LivingThings,B,1,0,47,0.83,0,,,
AutomatedSystem,2,MindsAndAgents,A,1,1,8,0.88,0,,,
AutomaticApplication,2,CreatedThings,B,1,0,11,0.83,0,,,
AutomobileMuffler,2,CreatedThings,B,1,0,130,0.83,0,,,
Autonomous,2,Information,B,1,0,29,0.83,0,,,
AutonomousMobileRobot,2,MindsAndAgents,A,1,0,8,0.88,0,,,
AVPUStatus,2,Information,B,1,0,55,0.83,0,,,
Axiom,2,Information,B,1,1,25,0.83,0,,,
Axle,2,CreatedThings,B,3,0,130,0.83,0,,,
Backlashless,2,Information,B,1,0,29,0.83,0,,,
BallBearing,2,CreatedThings,B,1,0,130,0.83,0,,,
Bandage,2,CreatedThings,B,3,2,76,0.83,0,,,
BankStatement,2,Information,B,1,0,25,0.83,0,,,
Barn,2,CreatedThings,B,3,0,25,0.83,0,,,
Barricade,2,CreatedThings,B,1,0,130,0.83,0,,,
BaseballDugout,2,CreatedThings,B,1,0,25,0.83,0,,,
Baton,2,CreatedThings,B,2,0,130,0.83,0,,,
BedAttribute,2,Information,B,1,0,55,0.83,0,,,
BedFrame,2,CreatedThings,B,1,1,76,0.83,0,,,
BedLinen,2,CreatedThings,C,5,0,76,0.76,2,polysemy(medium); combined(critical),,
BeerBrewery,2,CreatedThings,B,1,0,25,0.83,0,,,
Befriending,2,MindsAndAgents,B,1,0,17,0.83,0,,,
BenevolentPrejudice,2,MindsAndAgents,B,0,0,84,0.83,0,,,
Beverage,2,PhysicalWorld,C,50,9,25,0.76,2,polysemy(high); combined(critical),,
BeverageArtifact,2,CreatedThings,B,1,9,76,0.83,0,,,
BiasCorrectionStrategy,2,MindsAndAgents,B,0,4,84,0.83,0,,,
BinaryRelation,2,Information,C,5,10,22,0.76,3,polysemy(medium); dense_siblings(medium); combined(critical),,
BindingCorporateRules,2,Information,B,1,0,25,0.83,0,,,
BiodiversityAttribute,2,Information,B,1,0,29,0.83,0,,,
BiologicalAttribute,2,Information,C,50,9,29,0.76,2,polysemy(high); combined(critical),,
BiologicallyActiveSubstance,2,PhysicalWorld,C,50,33,25,0.76,3,polysemy(high); dense_siblings(high); combined(critical),,
Biome,2,LivingThings,A,1,8,0,0.88,0,,,
Biped,2,LivingThings,A,1,0,3,0.88,0,,,
Blackjack,2,CreatedThings,B,1,0,14,0.83,0,,,
BoardOrBlock,2,CreatedThings,C,10,2,76,0.76,2,polysemy(high); combined(critical),,
BoatDeck,2,CreatedThings,B,4,0,76,0.83,0,,,
BodyCavity,2,LivingThings,B,4,11,47,0.83,1,dense_siblings(medium),,
BodyCovering,2,LivingThings,C,50,2,47,0.76,2,polysemy(high); combined(critical),,
BodyJunction,2,LivingThings,C,50,1,47,0.76,2,polysemy(high); combined(critical),,
BodyMotion,2,PhysicalWorld,C,50,34,29,0.76,3,polysemy(high); dense_siblings(high); combined(critical),,
BodySegment,2,LivingThings,B,1,6,47,0.83,0,,,
BodySubstance,2,PhysicalWorld,C,50,20,25,0.76,3,polysemy(high); dense_siblings(medium); combined(critical),,
Bomb,2,CreatedThings,C,28,3,12,0.76,2,polysemy(high); combined(critical),,
Bone,2,LivingThings,C,50,15,47,0.76,3,polysemy(high); dense_siblings(medium); combined(critical),,
Brake,2,CreatedThings,B,2,1,130,0.83,0,,,
BrakeCaliper,2,CreatedThings,B,1,0,130,0.83,0,,,
BrakeDrum,2,CreatedThings,B,1,0,130,0.83,0,,,
BrakePedal,2,CreatedThings,B,1,0,130,0.83,0,,,
BrakeRotor,2,CreatedThings,B,1,0,130,0.83,0,,,
Brand,2,Information,A,1,0,7,0.88,0,,,
BreakabilityAttribute,2,Information,B,4,0,29,0.83,0,,,
BreakfastTime,2,PhysicalWorld,B,1,0,22,0.83,0,,,
Brushless,2,Information,B,1,0,29,0.83,0,,,
BrushOrComb,2,CreatedThings,C,6,2,130,0.76,2,polysemy(medium); combined(critical),,
Business,2,MindsAndAgents,B,2,22,31,0.83,1,dense_siblings(medium),,
BusStop,2,PhysicalWorld,B,1,0,23,0.83,0,,,
Buttstock,2,CreatedThings,B,1,0,76,0.83,0,,,
Cam,2,CreatedThings,B,2,0,130,0.83,0,,,
Camera,2,CreatedThings,C,13,1,130,0.76,2,polysemy(high); combined(critical),,
CanalLockGate,2,CreatedThings,B,1,0,130,0.83,0,,,
CanOpener,2,CreatedThings,B,2,0,130,0.83,0,,,
CantileverObject,2,CreatedThings,B,1,1,76,0.83,0,,,
Carabiner,2,CreatedThings,B,1,2,130,0.83,0,,,
CareOrganization,2,MindsAndAgents,B,1,2,31,0.83,0,,,
CargoVehicle,2,CreatedThings,B,2,1,12,0.83,0,,,
Carnivore,2,LivingThings,D,50,4,9,0.85,1,polysemy(high),,
CausalRelation,2,Information,B,1,0,22,0.83,0,,,
Cave,2,PhysicalWorld,C,5,0,23,0.76,2,polysemy(medium); combined(critical),,
Cell,2,LivingThings,C,50,2,47,0.76,2,polysemy(high); combined(critical),,
CellPart,2,LivingThings,B,1,14,47,0.83,1,dense_siblings(medium),,
Cement,2,CreatedThings,B,4,0,77,0.83,0,,,
Ceremony,2,MindsAndAgents,C,20,6,68,0.76,2,polysemy(high); combined(critical),,
Certificate,2,Information,C,50,13,23,0.76,3,polysemy(high); dense_siblings(medium); combined(critical),,
Chain,2,CreatedThings,B,3,0,76,0.83,0,,,
ChainLink,2,CreatedThings,B,1,0,76,0.83,0,,,
ChairmanPublication,2,Information,B,1,2,23,0.83,0,,,
ChameleonPersonaBehavior,2,MindsAndAgents,B,0,0,84,0.83,0,,,
ChangeOfPossession,2,MindsAndAgents,C,9,6,17,0.76,2,polysemy(medium); combined(critical),,
Checkpoint,2,PhysicalWorld,B,1,0,23,0.83,0,,,
ChemicalAcid,2,PhysicalWorld,C,50,2,27,0.76,2,polysemy(high); combined(critical),,
ChemicalArtifact,2,CreatedThings,B,1,0,77,0.83,0,,,
Chess,2,CreatedThings,B,3,0,14,0.83,0,,,
Chimney,2,CreatedThings,B,3,0,130,0.83,0,,,
Chin,2,LivingThings,B,2,0,47,0.83,0,,,
ChristianGospel,2,Information,B,1,0,23,0.83,0,,,
Class,2,Information,D,26,1,4,0.85,1,polysemy(high),,
ClassificationScheme,2,Information,B,1,3,25,0.83,0,,,
CleaningDevice,2,CreatedThings,C,11,0,130,0.76,2,polysemy(high); combined(critical),,
Closing,2,PhysicalWorld,C,5,1,29,0.76,2,polysemy(medium); combined(critical),,
ClothesWasherLoadConfiguration,2,Information,B,1,0,55,0.83,0,,,
Club,2,MindsAndAgents,C,20,0,31,0.76,2,polysemy(high); combined(critical),,
Clutch,2,CreatedThings,B,2,0,130,0.83,0,,,
CoffeeGrindAttribute,2,Information,B,1,0,55,0.83,0,,,
CoffeeRoastAttribute,2,Information,B,1,0,55,0.83,0,,,
CognitiveDevelopmentProcess,2,MindsAndAgents,B,1,0,84,0.83,0,,,
CognitiveHeuristic,2,MindsAndAgents,B,0,3,84,0.83,0,,,
CognitiveState,2,Information,B,1,33,60,0.83,1,dense_siblings(high),,
CognitiveSystem,2,MindsAndAgents,A,1,7,5,0.88,0,,,
Collage,2,CreatedThings,A,1,0,6,0.88,0,,,
ColorAttribute,2,Information,C,50,3,29,0.76,2,polysemy(high); combined(critical),,
CombustionChamber,2,CreatedThings,B,1,1,130,0.83,0,,,
Commenting,2,MindsAndAgents,B,1,0,51,0.83,0,,,
CommercialAgent,2,MindsAndAgents,A,1,3,8,0.88,0,,,
CommercialBuilding,2,CreatedThings,B,1,2,25,0.83,0,,,
Commission,2,MindsAndAgents,B,3,0,31,0.83,0,,,
CommunicationChannel,2,Information,B,1,6,60,0.83,0,,,
CommunicationOrganization,2,MindsAndAgents,B,1,0,31,0.83,0,,,
CommunityDetectionProcess,2,MindsAndAgents,B,1,0,84,0.83,0,,,
Compass,2,CreatedThings,B,3,0,133,0.83,0,,,
Compressing,2,PhysicalWorld,B,4,1,29,0.83,0,,,
ComputationalEntity,2,Information,B,1,15,60,0.83,1,dense_siblings(medium),,
ComputationalProcess,2,MindsAndAgents,B,1,2,51,0.83,0,,,
ComputerStatus,2,Information,B,1,0,55,0.83,0,,,
ConceptBoundary,2,Information,B,1,1,60,0.83,0,,,
ConceptManifold,2,Information,B,1,0,60,0.83,0,,,
ConceptPoint,2,Information,B,1,0,60,0.83,0,,,
ConceptRegion,2,Information,B,1,8,60,0.83,0,,,
ConceptualSituation,2,Information,B,1,2,25,0.83,0,,,
ConceptualSpace,2,Information,B,1,4,60,0.83,0,,,
Concrete,2,CreatedThings,B,1,1,76,0.83,0,,,
Condition,2,Information,B,1,0,60,0.83,0,,,
ConductorSubstance,2,PhysicalWorld,B,1,1,25,0.83,0,,,
ConfidenceAssessment,2,MindsAndAgents,A,0,0,2,0.88,0,,,
ConsentConcept,2,Information,B,0,0,60,0.83,0,,,
ConsentGDPR,2,MindsAndAgents,B,1,0,51,0.83,0,,,
ConservationStatus,2,Information,B,1,0,55,0.83,0,,,
ConsoleApplication,2,CreatedThings,B,1,0,11,0.83,0,,,
Constitution,2,Information,B,1,0,25,0.83,0,,,
ConstitutiveRelation,2,Information,B,1,0,22,0.83,0,,,
ConsumerGood,2,CreatedThings,B,1,0,76,0.83,0,,,
ContentBearingObject,2,Information,D,50,22,8,0.85,2,polysemy(high); dense_siblings(medium),,
ContentBearingProcess,2,Information,A,4,1,7,0.88,0,,,
ContentDevelopment,2,MindsAndAgents,C,50,19,51,0.76,3,polysemy(high); dense_siblings(medium); combined(critical),,
Contest,2,MindsAndAgents,C,50,7,17,0.76,2,polysemy(high); combined(critical),,
ContextCollapseBias,2,MindsAndAgents,B,0,0,84,0.83,0,,,
ContraceptiveDevice,2,CreatedThings,C,6,0,130,0.76,2,polysemy(medium); combined(critical),,
CoolingDevice,2,CreatedThings,B,3,6,130,0.83,0,,,
Cooperation,2,MindsAndAgents,C,50,1,17,0.76,2,polysemy(high); combined(critical),,
CooperativeGame,2,CreatedThings,B,1,1,14,0.83,0,,,
CopyrightAuthority,2,MindsAndAgents,B,1,0,31,0.83,0,,,
Cornea,2,LivingThings,B,1,0,47,0.83,0,,,
CorporateAlignmentProcess,2,MindsAndAgents,B,1,0,84,0.83,0,,,
Corporation,2,MindsAndAgents,C,50,3,31,0.76,2,polysemy(high); combined(critical),,
CosmicPreparationCognition,2,MindsAndAgents,B,0,0,84,0.83,0,,,
CounterfactualRelation,2,Information,B,1,0,22,0.83,0,,,
CounterIntelligenceReasoningProcess,2,MindsAndAgents,B,1,0,84,0.83,0,,,
CovertOperator,2,MindsAndAgents,A,1,0,5,0.88,0,,,
Creatinine,2,PhysicalWorld,B,1,0,25,0.83,0,,,
CriminalAction,2,MindsAndAgents,C,27,7,51,0.76,2,polysemy(high); combined(critical),,
CrossFunctionalTeam,2,MindsAndAgents,B,1,1,31,0.83,0,,,
Crystal,2,PhysicalWorld,C,5,1,25,0.76,2,polysemy(medium); combined(critical),,
CSReasoningProcess,2,MindsAndAgents,B,1,4,84,0.83,0,,,
Cuisine,2,Information,B,1,0,55,0.83,0,,,
CurrencyMeasure,2,PhysicalWorld,C,50,2,12,0.76,2,polysemy(high); combined(critical),,
CustomerSupport,2,MindsAndAgents,B,1,0,31,0.83,0,,,
CuttingDevice,2,CreatedThings,C,12,6,130,0.76,2,polysemy(high); combined(critical),,
CyberActor,2,MindsAndAgents,A,1,0,5,0.88,0,,,
DamagedVehicle,2,CreatedThings,B,1,0,12,0.83,0,,,
Damper,2,CreatedThings,C,5,1,130,0.76,2,polysemy(medium); combined(critical),,
Darts,2,CreatedThings,B,1,0,14,0.83,0,,,
DataStorageDevice,2,CreatedThings,B,1,7,130,0.83,0,,,
Day,2,PhysicalWorld,C,50,8,22,0.76,2,polysemy(high); combined(critical),,
DayTime,2,PhysicalWorld,B,1,2,22,0.83,0,,,
Decade,2,PhysicalWorld,C,16,0,22,0.76,2,polysemy(high); combined(critical),,
DecisionProcess,2,MindsAndAgents,B,1,0,84,0.83,0,,,
DecisionTheoreticProcess,2,MindsAndAgents,B,1,5,132,0.83,0,,,
DecorativeAppliance,2,CreatedThings,A,1,1,7,0.88,0,,,
DeepUncertaintyConcept,2,Information,B,0,0,60,0.83,0,,,
DefensiveCyberOperation,2,CreatedThings,A,1,1,3,0.88,0,,,
DeployingWeaponOfMassDestruction,2,MindsAndAgents,B,1,0,51,0.83,0,,,
Designing,2,MindsAndAgents,C,17,1,51,0.76,2,polysemy(high); combined(critical),,
DeviceStateAttribute,2,Information,B,1,0,29,0.83,0,,,
Digging,2,MindsAndAgents,B,1,2,51,0.83,0,,,
DigitalCultFormation,2,MindsAndAgents,B,0,0,84,0.83,0,,,
DigitAppendage,2,LivingThings,B,2,2,47,0.83,0,,,
DiningArea,2,PhysicalWorld,B,1,2,28,0.83,0,,,
DinnerTime,2,PhysicalWorld,B,1,0,22,0.83,0,,,
DirectionChange,2,PhysicalWorld,C,50,0,29,0.76,2,polysemy(high); combined(critical),,
DiscriminatoryTreatment,2,MindsAndAgents,B,0,0,84,0.83,0,,,
DismantlingWeaponOfMassDestruction,2,MindsAndAgents,B,1,0,51,0.83,0,,,
DispersionRelation,2,Information,B,1,0,60,0.83,0,,,
DisplayArtifact,2,CreatedThings,B,1,4,76,0.83,0,,,
Disseminating,2,MindsAndAgents,C,50,4,11,0.76,2,polysemy(high); combined(critical),,
Distributor,2,CreatedThings,B,1,0,130,0.83,0,,,
DividedAttention,2,MindsAndAgents,A,0,0,2,0.88,0,,,
Doctrine,2,Information,B,1,2,23,0.83,0,,,
Document,2,CreatedThings,B,1,7,79,0.83,0,,,
Dodging,2,MindsAndAgents,B,1,0,53,0.83,0,,,
DomesticAnimal,2,LivingThings,A,4,9,3,0.88,0,,,
Door,2,CreatedThings,C,11,0,206,0.76,2,polysemy(high); combined(critical),,
Drilling,2,MindsAndAgents,B,2,0,51,0.83,0,,,
Drivebelt,2,CreatedThings,B,1,1,130,0.83,0,,,
DrugCandidate,2,PhysicalWorld,B,1,0,25,0.83,0,,,
DryingDevice,2,CreatedThings,B,1,2,130,0.83,0,,,
Ducking,2,MindsAndAgents,B,1,0,53,0.83,0,,,
DynamicalSystem,2,Information,B,1,1,60,0.83,0,,,
Eardrum,2,LivingThings,B,1,0,47,0.83,0,,,
Earphone,2,CreatedThings,B,1,0,130,0.83,0,,,
Eating,2,MindsAndAgents,C,50,1,51,0.76,2,polysemy(high); combined(critical),,
EconomicActivty,2,MindsAndAgents,B,1,0,51,0.83,0,,,
EconomicAttribute,2,Information,B,1,3,55,0.83,0,,,
EconomicIndicator,2,Information,B,1,1,25,0.83,0,,,
EconomicRole,2,Information,B,1,1,55,0.83,0,,,
EducationalCampus,2,PhysicalWorld,B,1,0,28,0.83,0,,,
EducationalOrganization,2,MindsAndAgents,C,50,3,31,0.76,2,polysemy(high); combined(critical),,
Effluent,2,PhysicalWorld,B,1,0,25,0.83,0,,,
EggYolk,2,LivingThings,B,2,0,47,0.83,0,,,
ElectricalEngineering,2,PhysicalWorld,B,1,0,20,0.83,0,,,
ElectricalOutlet,2,CreatedThings,B,2,0,130,0.83,0,,,
ElectricDevice,2,CreatedThings,C,30,84,130,0.76,3,polysemy(high); dense_siblings(high); combined(critical),,
Electricity,2,PhysicalWorld,B,3,0,25,0.83,0,,,
Electronics,2,PhysicalWorld,B,1,0,20,0.83,0,,,
EmbeddingMap,2,Information,B,1,0,60,0.83,0,,,
EmbodimentReasoningProcess,2,MindsAndAgents,B,1,0,84,0.83,0,,,
EmergentGodhead,2,Information,B,0,0,60,0.83,0,,,
Employer,2,MindsAndAgents,A,1,0,8,0.88,0,,,
Energy,2,PhysicalWorld,A,1,0,8,0.88,0,,,
EnergyFlowReasoning,2,MindsAndAgents,B,1,0,84,0.83,0,,,
EnergyMeasure,2,PhysicalWorld,B,1,0,12,0.83,0,,,
EnergyStarAttribute,2,Information,B,1,0,55,0.83,0,,,
EngineChoke,2,CreatedThings,B,2,0,130,0.83,0,,,
EngineConnectingRod,2,CreatedThings,B,2,0,130,0.83,0,,,
EngineCranking,2,PhysicalWorld,B,1,0,29,0.83,0,,,
EngineCycle,2,PhysicalWorld,B,1,2,29,0.83,0,,,
EngineCylinder,2,CreatedThings,B,1,0,76,0.83,0,,,
EngineeringComponent,2,CreatedThings,C,50,34,130,0.76,3,polysemy(high); dense_siblings(high); combined(critical),,
EngineersSubprocess,2,MindsAndAgents,B,1,3,51,0.83,0,,,
EntanglementRelation,2,Information,B,1,0,22,0.83,0,,,
EntertainmentBuilding,2,CreatedThings,B,1,0,25,0.83,0,,,
Entropy,2,PhysicalWorld,A,1,0,8,0.88,0,,,
EnvironmentSoftwareAttribute,2,Information,B,1,0,55,0.83,0,,,
EpisodicEncoding,2,MindsAndAgents,A,0,0,1,0.88,0,,,
EpisodicRetrieval,2,MindsAndAgents,A,0,0,1,0.88,0,,,
EpistemicProcess,2,MindsAndAgents,B,1,6,84,0.83,0,,,
EpistemicState,2,Information,B,1,10,29,0.83,1,dense_siblings(medium),,
EpistemicUncertaintyReasoning,2,MindsAndAgents,B,0,0,84,0.83,0,,,
Equation,2,Information,B,1,4,25,0.83,0,,,
EquationAttribute,2,Information,B,1,0,29,0.83,0,,,
EquityBalancingReasoning,2,MindsAndAgents,B,0,0,84,0.83,0,,,
ErasureBias,2,MindsAndAgents,B,0,0,84,0.83,0,,,
EschatologicalConcept,2,Information,B,0,0,60,0.83,0,,,
EstimationProcess,2,MindsAndAgents,B,1,6,84,0.83,0,,,
EthicalTheory,2,Information,B,1,5,27,0.83,0,,,
EuropeanUnionEnergyLabelClass,2,Information,B,1,0,55,0.83,0,,,
Evacuation,2,MindsAndAgents,B,2,0,51,0.83,0,,,
EventSet,2,Information,A,1,0,4,0.88,0,,,
ExhaustManifold,2,CreatedThings,B,1,0,130,0.83,0,,,
Exoskeleton,2,LivingThings,B,1,0,47,0.83,0,,,
ExplanatoryHypothesis,2,Information,B,1,0,25,0.83,0,,,
ExploitationMode,2,MindsAndAgents,A,0,0,2,0.88,0,,,
ExplorationMode,2,MindsAndAgents,A,0,0,2,0.88,0,,,
ExplosiveDevice,2,CreatedThings,C,16,4,130,0.76,2,polysemy(high); combined(critical),,
ExplosiveSubstance,2,PhysicalWorld,B,2,0,25,0.83,0,,,
Expressing,2,MindsAndAgents,C,50,5,11,0.76,2,polysemy(high); combined(critical),,
ExtensiveFormGame,2,CreatedThings,B,1,0,14,0.83,0,,,
Eyebrow,2,LivingThings,B,1,0,47,0.83,0,,,
Fabric,2,CreatedThings,C,50,11,76,0.76,3,polysemy(high); dense_siblings(medium); combined(critical),,
Face,2,LivingThings,B,4,0,47,0.83,0,,,
Facility,2,PhysicalWorld,B,1,1,28,0.83,0,,,
FactoryBuilding,2,CreatedThings,B,1,0,25,0.83,0,,,
FactualProposition,2,Information,B,1,0,60,0.83,0,,,
FactualText,2,Information,C,33,11,23,0.76,3,polysemy(high); dense_siblings(medium); combined(critical),,
FairnessAwareReasoning,2,MindsAndAgents,B,0,0,84,0.83,0,,,
Famine,2,MindsAndAgents,B,1,0,17,0.83,0,,,
FarmBuilding,2,CreatedThings,B,3,0,25,0.83,0,,,
FastHeuristicProcess,2,MindsAndAgents,B,1,0,84,0.83,0,,,
FawnResponsePattern,2,MindsAndAgents,B,0,0,84,0.83,0,,,
Fax,2,MindsAndAgents,B,1,0,11,0.83,0,,,
FaxMachine,2,CreatedThings,B,1,0,130,0.83,0,,,
Feather,2,LivingThings,B,1,0,47,0.83,0,,,
FictionalText,2,Information,C,13,4,23,0.76,2,polysemy(high); combined(critical),,
FieldDistribution,2,Information,B,1,7,60,0.83,0,,,
FieldOfLaw,2,PhysicalWorld,C,6,0,20,0.76,2,polysemy(medium); combined(critical),,
FileDevice,2,CreatedThings,C,9,0,130,0.76,2,polysemy(medium); combined(critical),,
Filter,2,CreatedThings,C,9,4,130,0.76,2,polysemy(medium); combined(critical),,
FinancialAccountStatus,2,Information,B,1,0,55,0.83,0,,,
FinancialOrganization,2,MindsAndAgents,B,1,3,31,0.83,0,,,
FinancialRating,2,Information,B,1,0,55,0.83,0,,,
FiniteQuantity,2,PhysicalWorld,A,1,0,4,0.88,0,,,
FireAlarm,2,CreatedThings,B,2,0,130,0.83,0,,,
FireExtinguisher,2,CreatedThings,B,1,0,130,0.83,0,,,
Fireplace,2,CreatedThings,B,3,0,130,0.83,0,,,
FloweringPlant,2,LivingThings,D,50,7,1,0.85,1,polysemy(high),,
FlowRegion,2,PhysicalWorld,B,1,4,28,0.83,0,,,
FluidReasoningProcess,2,MindsAndAgents,B,1,0,84,0.83,0,,,
FoodArtifact,2,CreatedThings,B,1,1,76,0.83,0,,,
ForcedSelfContradiction,2,MindsAndAgents,B,0,0,84,0.83,0,,,
Forehead,2,LivingThings,B,1,0,47,0.83,0,,,
ForestArtifact,2,CreatedThings,B,1,2,76,0.83,0,,,
Forestock,2,CreatedThings,B,1,0,76,0.83,0,,,
FormText,2,Information,C,8,4,23,0.76,2,polysemy(medium); combined(critical),,
FourStrokeCombustion,2,PhysicalWorld,B,1,0,29,0.83,0,,,
FourStrokeCompression,2,PhysicalWorld,B,1,0,29,0.83,0,,,
FourStrokeExhaust,2,PhysicalWorld,B,1,0,29,0.83,0,,,
FourStrokeIntake,2,PhysicalWorld,B,1,0,29,0.83,0,,,
FrequencyMeasure,2,PhysicalWorld,C,14,0,12,0.76,2,polysemy(high); combined(critical),,
FreshWaterOverutilization,2,MindsAndAgents,B,1,0,17,0.83,0,,,
Friending,2,MindsAndAgents,B,1,0,17,0.83,0,,,
FrontalLobe,2,LivingThings,B,1,0,47,0.83,0,,,
Fuel,2,PhysicalWorld,B,3,2,25,0.83,0,,,
FuelAtomizer,2,CreatedThings,B,1,2,130,0.83,0,,,
FunctionQuantity,2,PhysicalWorld,D,50,4,8,0.85,1,polysemy(high),,
Fungivore,2,LivingThings,A,1,0,9,0.88,0,,,
Fungus,2,LivingThings,D,50,1,9,0.85,1,polysemy(high),,
Furniture,2,CreatedThings,C,7,4,78,0.76,2,polysemy(medium); combined(critical),,
FutureProjection,2,MindsAndAgents,B,0,4,84,0.83,0,,,
FutureScenario,2,Information,B,0,0,60,0.83,0,,,
GameArtifact,2,CreatedThings,C,15,7,76,0.76,2,polysemy(high); combined(critical),,
GasCompressor,2,CreatedThings,B,2,2,10,0.83,0,,,
Gasket,2,CreatedThings,B,3,2,130,0.83,0,,,
Gaslighting,2,MindsAndAgents,B,1,0,17,0.83,0,,,
GasMotion,2,PhysicalWorld,B,2,1,29,0.83,0,,,
GasPedal,2,CreatedThings,B,1,0,130,0.83,0,,,
Generator,2,CreatedThings,B,2,2,10,0.83,0,,,
GeneticallyEngineeredOrganism,2,LivingThings,A,1,0,9,0.88,0,,,
GeochronologicTime,2,PhysicalWorld,B,1,7,22,0.83,0,,,
GeodesicCurve,2,Information,B,1,0,60,0.83,0,,,
GeologicalFault,2,PhysicalWorld,C,5,2,23,0.76,2,polysemy(medium); combined(critical),,
GeologicalProcess,2,PhysicalWorld,B,1,7,29,0.83,0,,,
GeometricReasoningProcess,2,MindsAndAgents,B,1,2,84,0.83,0,,,
GeopoliticalArea,2,MindsAndAgents,C,50,11,31,0.76,3,polysemy(high); dense_siblings(medium); combined(critical),,
Gesture,2,MindsAndAgents,B,4,6,15,0.83,0,,,
GoGame,2,CreatedThings,B,1,0,14,0.83,0,,,
GovernmentBuilding,2,CreatedThings,B,3,1,25,0.83,0,,,
